SC_Profit,Columbia_Profit
" $1,801.22 ", $724.45 
" $1,511.65 "," $1,246.04 "
" $1,457.02 ", $808.97 
 $287.32 , $(149.83)
" $1,421.79 ", $49.93 
 $(592.31), $(396.19)
 $378.12 , $587.30 
" $1,418.81 "," $1,166.79 "
" $(1,240.72)", $798.77 
 $584.20 , $182.86 
" $1,354.58 "," $1,064.55 "
" $1,856.11 "," $1,544.21 "
 $357.21 ," $1,494.25 "
 $651.20 , $877.17 
 $345.16 , $(645.94)
 $278.84 , $836.78 
 $935.91 , $765.89 
 $287.24 ," $1,003.60 "
 $472.91 , $849.25 
" $(1,332.52)", $931.81 
" $1,392.48 ", $976.58 
 $940.77 , $(649.03)
 $481.32 , $684.35 
 $725.09 , $177.23 
" $1,242.14 ", $201.86 
 $(835.13), $(263.79)
 $862.73 , $(295.59)
 $(510.45), $263.11 
 $(419.08), $338.41 
" $1,646.57 ", $(276.39)
 $554.13 ," $1,527.89 "
 $641.20 , $310.25 
 $205.88 ," $1,389.31 "
 $647.93 ," $1,002.60 "
 $955.61 ," $1,029.49 "
 $506.19 , $806.08 
 $959.96 , $(496.55)
 $448.55 ," $1,136.46 "
" $2,018.17 ", $707.48 
" $2,029.74 ", $840.25 
" $(1,004.82)", $390.83 
" $1,073.67 "," $1,049.64 "
" $2,095.75 "," $1,494.67 "
" $(1,470.95)"," $1,046.54 "
" $1,264.85 "," $1,246.77 "
" $1,256.12 ", $131.80 
" $1,721.33 ", $(85.49)
 $726.44 , $(401.03)
" $1,695.71 ", $879.19 
" $2,132.92 ", $(361.51)
 $(898.71)," $1,019.44 "
" $1,070.88 ", $941.41 
" $1,186.51 ", $837.73 
" $1,617.39 "," $1,046.47 "
" $1,509.03 "," $1,180.64 "
 $213.92 , $(385.48)
" $2,001.78 ", $328.05 
 $673.80 , $70.21 
" $1,901.54 ", $214.06 
 $820.68 , $298.67 
" $1,455.17 ", $984.32 
" $1,318.57 "," $1,187.84 "
" $1,382.10 ", $408.71 
" $1,616.64 ", $(265.51)
" $1,646.71 ", $626.41 
 $751.12 , $124.94 
" $1,390.89 ", $686.81 
 $(30.86), $(155.03)
 $688.75 , $789.42 
" $1,480.08 ", $(232.15)
" $(1,120.61)", $268.64 
 $97.87 ," $1,015.14 "
 $88.00 , $969.90 
 $668.99 , $927.88 
 $(54.85)," $1,214.82 "
 $158.89 ," $1,076.10 "
 $(335.40), $956.57 
 $(902.57), $(439.56)
" $1,162.31 ", $492.01 
" $1,251.74 "," $1,018.22 "
 $412.43 , $285.29 
" $1,407.44 "," $1,545.76 "
 $214.43 , $(131.44)
" $2,418.45 "," $1,682.04 "
 $733.02 , $(536.26)
 $689.84 ," $1,289.06 "
 $299.43 , $908.49 
" $1,016.97 "," $1,003.25 "
 $169.62 ," $1,032.38 "
 $378.21 , $102.88 
 $379.37 , $239.04 
" $1,194.68 ", $429.06 
" $1,111.10 ", $683.94 
" $2,077.26 ", $(198.36)
" $1,503.33 ", $(348.56)
" $2,163.11 "," $1,184.60 "
" $1,232.76 ", $760.25 
 $999.77 , $5.78 
" $1,399.07 ", $585.09 
" $1,219.24 ", $(319.39)
" $1,506.73 "," $1,174.53 "
" $1,563.22 "," $1,028.94 "
 $624.11 , $(253.39)
" $2,250.58 ", $(604.11)
" $1,484.46 "," $1,140.74 "
" $1,134.98 ", $(92.88)
" $2,003.34 ", $952.45 
" $1,786.00 "," $1,218.03 "
 $(235.06)," $1,140.86 "
 $4.88 , $(362.05)
" $2,227.87 "," $1,040.00 "
 $457.60 , $741.19 
 $80.88 , $754.88 
" $1,376.64 "," $1,129.10 "
 $163.82 ," $1,224.55 "
 $226.45 ," $1,283.74 "
" $2,161.41 "," $1,083.89 "
" $1,669.88 "," $1,062.60 "
" $1,643.49 "," $1,153.78 "
 $102.21 , $(160.87)
" $1,329.27 ", $94.38 
" $1,830.77 "," $1,577.81 "
 $154.26 ," $1,072.84 "
" $1,458.34 ", $(337.51)
" $1,216.58 "," $1,098.18 "
" $1,657.38 ", $(213.82)
" $1,498.15 ", $(100.40)
 $535.62 , $(512.31)
" $1,737.00 ", $(485.88)
 $653.03 , $(216.01)
 $327.09 , $172.13 
" $1,496.94 ", $640.05 
 $525.88 ," $1,065.21 "
" $(1,090.61)", $(260.51)
" $1,647.64 "," $1,137.35 "
 $565.33 , $932.43 
" $1,051.10 ", $380.19 
 $554.38 , $163.02 
 $(565.29), $819.72 
 $719.81 ," $1,214.76 "
 $601.60 ," $1,135.89 "
 $455.66 , $864.35 
" $1,424.80 "," $1,219.64 "
 $417.75 ," $1,235.50 "
 $410.71 ," $1,216.91 "
" $1,719.55 ", $996.16 
" $2,826.35 ", $(508.13)
 $(253.35), $952.82 
" $1,025.34 ", $85.30 
 $205.21 , $(188.80)
" $2,007.18 ", $296.25 
" $2,560.10 ", $(41.43)
" $1,493.28 "," $1,165.24 "
" $2,209.68 ", $(511.57)
" $1,370.18 "," $1,218.97 "
" $3,085.83 ", $320.65 
 $(22.06), $796.43 
" $1,240.27 "," $1,321.79 "
 $359.42 ," $1,311.39 "
 $806.77 , $815.16 
 $669.35 , $16.47 
 $748.35 , $(220.35)
" $1,508.67 ", $(584.26)
 $184.66 ," $1,144.60 "
" $1,458.21 ", $(121.23)
" $(1,416.50)", $212.75 
 $835.95 ," $1,290.58 "
 $725.23 ," $1,332.55 "
 $782.64 , $983.84 
 $(661.99), $22.68 
" $1,263.64 ", $(192.43)
" $1,467.32 ", $56.11 
" $2,547.07 ", $(543.79)
" $1,212.94 ", $(336.28)
 $316.48 , $(591.53)
 $869.42 , $(73.88)
" $2,139.64 ", $(422.69)
 $(755.16), $453.01 
" $1,476.13 ", $767.32 
 $(788.97)," $1,000.75 "
" $1,306.85 ", $44.73 
" $1,386.79 ", $(464.09)
 $829.76 ," $1,105.92 "
 $265.25 , $218.88 
 $962.41 ," $1,217.15 "
 $377.34 , $137.31 
" $1,132.33 ", $148.91 
 $122.12 , $(578.82)
" $1,334.93 ", $(115.08)
 $357.00 ," $1,134.57 "
" $1,033.72 ", $328.07 
" $1,010.30 ", $905.11 
 $357.86 , $833.45 
" $1,319.52 ", $198.70 
" $2,173.08 "," $1,273.16 "
" $1,033.38 "," $1,086.53 "
 $228.66 ," $1,205.46 "
" $2,425.85 ", $(479.50)
" $2,389.40 ", $77.55 
 $780.16 , $721.33 
 $763.30 ," $1,169.35 "
" $(1,251.56)", $(193.46)
" $1,698.58 "," $1,399.22 "
" $1,971.77 "," $1,496.65 "
 $983.03 ," $1,613.56 "
" $1,325.99 ", $(177.59)
 $(252.96), $498.86 
 $992.68 ," $1,098.86 "
 $926.33 , $(214.98)
" $1,162.02 ", $997.99 
" $1,225.83 ", $(85.06)
" $1,964.69 "," $1,489.25 "
" $1,604.32 ", $(158.61)
 $722.24 , $(94.70)
 $320.54 , $185.09 
 $713.48 , $544.21 
 $120.23 , $(55.95)
 $325.79 ," $1,265.48 "
 $253.49 , $686.14 
" $1,101.45 "," $1,561.75 "
" $1,120.84 "," $1,318.11 "
" $2,101.39 ", $924.10 
" $1,206.25 ", $863.54 
" $1,255.52 ", $110.72 
 $250.46 , $120.84 
" $1,815.33 ", $(38.06)
 $916.48 , $390.28 
 $994.79 , $952.28 
 $(809.81), $748.52 
 $187.94 , $(447.93)
 $958.25 , $719.72 
 $(3.16)," $1,326.16 "
 $(464.76)," $1,607.40 "
" $2,502.91 ", $(270.58)
" $(1,225.46)", $803.76 
" $1,842.25 ", $466.90 
 $482.02 ," $1,049.27 "
 $792.41 , $954.14 
 $(610.71), $869.08 
 $525.07 , $722.24 
" $1,656.25 "," $1,178.07 "
 $(949.70), $250.00 
" $1,313.61 ", $15.61 
 $964.90 , $(311.18)
" $1,384.08 "," $1,128.12 "
" $1,750.49 "," $1,459.52 "
 $(761.48)," $1,257.59 "
" $1,422.55 ", $459.65 
 $(952.74)," $1,076.21 "
" $1,950.85 "," $1,050.56 "
" $1,718.37 ", $132.83 
" $1,599.81 ", $(182.86)
" $1,985.63 ", $(350.84)
" $1,304.71 ", $757.49 
 $37.80 ," $1,015.88 "
" $2,125.39 ", $(63.73)
" $1,199.33 ", $(147.63)
" $1,625.81 "," $1,137.73 "
" $1,386.48 "," $1,182.33 "
" $1,741.22 ", $740.00 
" $2,255.46 ", $(3.26)
" $1,878.12 ", $796.15 
" $1,021.96 ", $(194.35)
 $421.08 , $134.64 
 $795.53 , $(229.54)
" $1,476.92 "," $1,051.55 "
 $975.05 ," $1,215.79 "
" $1,277.19 "," $1,394.47 "
 $496.48 ," $1,019.53 "
" $1,679.87 "," $1,348.66 "
" $2,111.47 ", $(172.47)
 $40.27 , $974.13 
 $194.69 , $(101.19)
 $(71.45), $(583.25)
 $210.15 , $243.33 
 $948.30 ," $1,163.12 "
 $409.51 ," $1,029.14 "
" $1,897.16 ", $54.22 
" $1,370.48 "," $1,167.02 "
 $629.88 , $(249.96)
 $942.90 ," $1,048.42 "
 $992.77 ," $1,074.74 "
" $1,010.67 "," $1,522.71 "
 $676.46 , $88.61 
" $1,627.85 ", $387.16 
 $(80.96), $241.73 
 $853.77 , $(245.92)
 $586.25 , $178.58 
 $599.18 ," $1,100.86 "
 $(929.30), $830.72 
 $679.92 , $31.29 
" $1,472.41 ", $(71.43)
 $981.94 , $713.05 
 $337.67 ," $1,381.14 "
 $433.28 , $(323.58)
 $883.48 ," $1,406.82 "
" $2,833.61 ", $966.35 
 $297.56 , $227.34 
" $1,041.58 ", $(143.15)
 $768.59 , $902.75 
" $1,955.25 ", $52.88 
 $913.70 , $83.95 
" $1,136.53 ", $180.28 
 $(808.39), $(270.81)
 $(51.84)," $1,141.52 "
 $603.05 ," $1,441.94 "
 $155.03 ," $1,326.82 "
" $1,863.84 ", $154.47 
 $112.67 , $292.34 
 $(464.02), $11.33 
 $300.24 ," $1,065.22 "
" $1,032.27 ", $(122.39)
" $1,243.18 ", $808.37 
 $(146.80)," $1,026.62 "
 $600.23 , $705.81 
 $614.70 , $5.06 
 $576.18 , $131.65 
 $12.64 ," $1,180.58 "
 $883.60 , $766.85 
" $1,202.45 ", $286.11 
" $3,415.07 ", $(65.08)
" $1,758.61 "," $1,184.33 "
" $1,663.07 "," $1,016.78 "
 $698.30 , $(382.08)
" $2,699.53 "," $1,153.27 "
" $2,148.67 ", $8.20 
 $645.66 , $(362.10)
 $(20.22), $191.17 
 $(804.23)," $1,381.10 "
 $299.26 ," $1,245.98 "
 $834.46 , $806.05 
 $254.66 , $6.87 
" $1,837.32 ", $717.46 
 $(512.92), $788.06 
 $(10.92), $71.23 
" $1,169.86 ", $(283.24)
 $157.21 , $(144.12)
" $1,765.79 "," $1,003.24 "
" $1,260.85 ", $849.09 
 $114.77 , $(189.21)
 $106.42 ," $1,340.47 "
 $489.82 , $916.13 
 $593.83 ," $1,053.74 "
" $1,294.96 ", $(10.79)
 $910.74 ," $1,020.92 "
" $1,402.62 ", $(186.46)
 $72.34 , $(84.59)
" $1,065.43 ", $(242.24)
 $732.33 , $(422.86)
 $238.81 , $922.87 
 $338.08 ," $1,071.73 "
 $607.26 , $(10.22)
 $(104.04), $221.86 
 $527.61 , $913.20 
 $(762.90), $918.11 
 $240.61 , $(176.85)
 $68.27 ," $1,090.30 "
" $1,580.80 ", $(477.44)
 $784.78 , $24.55 
 $461.25 ," $1,107.83 "
" $1,433.56 "," $1,267.03 "
 $(481.05)," $1,106.42 "
 $585.81 , $757.11 
 $642.42 , $754.37 
 $342.64 , $(787.40)
" $1,075.99 ", $855.23 
 $(325.00)," $1,452.96 "
 $(229.78), $144.11 
" $1,894.41 ", $618.68 
 $379.74 , $858.34 
" $1,306.52 ", $206.30 
" $2,034.54 "," $1,339.80 "
 $(53.43), $617.88 
" $1,477.25 "," $1,234.13 "
" $1,027.62 ", $(249.28)
 $143.19 ," $1,122.64 "
" $1,733.57 ", $938.00 
 $(51.17), $967.23 
 $823.07 , $(133.88)
" $1,841.36 ", $822.63 
 $958.84 ," $1,334.28 "
" $2,023.17 ", $931.76 
" $1,429.62 ", $192.56 
" $1,482.93 ", $(96.05)
 $(675.80)," $1,114.67 "
" $2,133.62 ", $648.47 
" $1,141.06 ", $302.41 
 $897.01 , $187.97 
" $1,421.78 ", $(80.40)
" $1,631.97 ", $(254.88)
" $4,827.20 "," $1,027.93 "
 $144.08 , $(95.98)
" $2,084.25 ", $(388.46)
 $395.34 , $(91.24)
" $1,003.49 "," $1,299.12 "
" $1,564.07 "," $1,316.62 "
" $1,525.21 ", $819.10 
" $1,200.08 "," $1,321.13 "
" $1,391.86 ", $170.93 
" $1,198.13 "," $1,377.78 "
" $1,056.21 "," $1,150.69 "
 $535.43 , $182.49 
 $754.93 ," $1,024.76 "
 $(167.48), $790.55 
 $(232.17), $177.18 
" $1,713.49 "," $1,270.49 "
" $1,504.69 ", $598.58 
 $56.67 , $861.43 
 $594.94 , $(279.74)
" $1,802.93 "," $1,093.21 "
 $241.38 , $(180.42)
" $1,341.49 ", $(9.94)
 $186.61 , $922.96 
 $(1.74), $530.87 
" $2,762.72 "," $1,293.89 "
 $918.81 , $(189.44)
" $1,626.48 "," $1,047.09 "
 $54.62 , $(165.56)
" $(1,069.19)"," $1,013.41 "
 $352.79 , $(79.38)
" $2,219.69 "," $1,518.63 "
 $376.95 , $608.55 
" $1,571.01 "," $1,350.10 "
" $1,312.87 ", $866.53 
" $1,060.59 ", $767.60 
 $589.19 , $(166.69)
" $1,258.91 ", $119.14 
 $380.61 , $(228.92)
 $446.89 , $337.36 
" $1,175.07 "," $1,363.90 "
 $757.99 , $771.37 
" $1,537.98 ", $900.34 
 $601.03 , $349.83 
" $1,263.65 ", $898.71 
" $(1,272.12)", $185.06 
 $895.14 , $(403.76)
 $(726.55), $(507.45)
 $642.13 , $(212.82)
" $(1,004.16)", $(2.88)
 $795.97 , $(2.25)
 $412.21 ," $1,040.59 "
 $753.13 , $(289.65)
" $1,337.80 ", $41.29 
 $765.59 ," $1,109.40 "
" $1,174.24 ", $(386.61)
 $245.33 , $854.16 
 $528.87 ," $1,233.17 "
" $1,823.88 ", $(74.61)
 $495.43 , $241.91 
" $1,678.82 ", $749.40 
" $1,161.51 "," $1,006.28 "
" $1,482.20 ", $180.86 
" $1,020.96 ", $(105.67)
 $982.88 , $40.11 
" $1,311.11 ", $(229.56)
 $898.62 , $915.21 
 $991.01 , $(413.13)
 $211.89 , $667.93 
 $670.74 , $619.42 
" $2,545.92 "," $1,292.42 "
 $872.42 ," $1,344.63 "
 $753.06 , $694.52 
" $(1,925.87)", $163.72 
" $1,680.97 "," $1,102.50 "
 $309.07 , $980.90 
 $500.77 , $(145.52)
 $(237.30)," $1,150.38 "
 $288.65 , $12.56 
" $1,579.30 "," $1,024.25 "
 $853.30 , $2.07 
 $846.98 , $702.43 
" $1,772.22 ", $831.12 
 $684.40 , $928.81 
" $1,435.22 ", $(343.63)
" $2,018.73 ", $(498.79)
 $92.85 , $(343.83)
 $923.42 , $996.04 
" $1,309.14 ", $798.30 
" $1,151.09 ", $628.83 
 $760.51 , $838.13 
 $495.37 ," $1,002.89 "
 $231.58 , $286.42 
 $115.32 , $916.31 
 $970.05 , $97.91 
 $(266.10)," $1,037.72 "
" $1,334.85 ", $142.20 
" $1,337.09 "," $1,395.35 "
" $1,667.22 ", $318.12 
" $2,150.99 "," $1,606.10 "
 $875.07 , $680.24 
" $1,527.01 "," $1,247.48 "
 $300.48 , $(280.85)
" $2,037.61 ", $944.75 
" $(1,224.22)"," $1,180.02 "
 $(104.64), $904.83 
 $(752.34), $902.98 
 $28.37 , $702.56 
 $424.29 , $18.75 
 $724.22 ," $1,003.49 "
 $664.09 , $62.67 
" $1,520.46 "," $1,230.30 "
" $2,057.65 ", $306.54 
" $1,358.57 ", $(210.54)
 $591.73 ," $1,216.86 "
" $1,912.34 "," $1,312.35 "
 $(125.66)," $1,341.61 "
" $1,962.16 ", $(704.56)
" $1,620.93 ", $(172.14)
 $631.28 , $212.56 
 $510.49 , $864.43 
 $701.52 ," $1,306.73 "
" $1,429.33 "," $1,243.74 "
 $918.00 , $(70.84)
" $1,353.92 ", $692.84 
" $(1,400.78)"," $1,276.07 "
 $(113.14)," $1,082.02 "
" $1,499.33 ", $443.79 
 $795.39 , $138.22 
 $937.40 ," $1,160.84 "
" $1,410.80 ", $920.92 
 $152.43 ," $1,151.42 "
 $(149.47), $880.53 
 $330.26 , $813.13 
" $1,980.70 ", $(122.66)
 $926.42 ," $1,494.29 "
 $223.88 , $(33.28)
 $650.28 , $(114.25)
" $1,171.36 ", $899.83 
" $1,094.07 "," $1,168.57 "
" $1,475.03 "," $1,318.42 "
" $2,339.94 ", $252.34 
" $1,700.63 ", $850.14 
" $1,791.08 "," $1,009.60 "
" $1,085.98 ", $853.21 
" $1,044.83 ", $222.10 
" $1,107.90 "," $1,481.53 "
" $1,232.60 "," $1,030.88 "
" $1,291.67 "," $1,093.70 "
" $1,936.50 "," $1,105.56 "
 $656.27 , $21.19 
 $604.61 , $37.45 
 $(2.04)," $1,356.03 "
 $891.19 , $(211.87)
 $835.20 , $758.17 
" $1,619.76 "," $1,100.36 "
" $2,046.84 "," $1,269.46 "
 $25.79 , $283.38 
" $1,172.09 "," $1,142.39 "
" $1,507.69 ", $863.70 
" $(1,153.85)"," $1,043.92 "
 $808.86 , $391.88 
 $(799.05), $220.46 
 $(239.40)," $1,384.27 "
" $1,108.66 "," $1,035.92 "
 $608.34 , $526.30 
" $(1,207.32)", $278.52 
 $263.09 , $966.74 
" $(1,395.94)", $824.61 
" $1,619.45 ", $(376.65)
 $280.33 , $708.14 
" $1,316.07 ", $662.78 
" $1,142.66 "," $1,096.01 "
 $799.98 , $47.28 
 $267.53 , $998.86 
" $1,465.94 "," $1,152.59 "
" $1,503.48 ", $(131.84)
" $2,170.51 "," $1,085.20 "
 $498.80 , $221.32 
" $1,864.12 ", $839.69 
" $1,288.09 "," $1,248.50 "
 $(395.70), $(82.54)
 $278.68 , $661.35 
" $1,001.88 ", $(50.44)
 $308.21 ," $1,030.17 "
 $393.03 , $8.96 
" $1,714.63 ", $921.70 
" $1,675.48 "," $1,211.44 "
" $1,024.11 "," $1,129.24 "
 $766.78 , $(221.99)
" $1,382.80 ", $(97.51)
" $1,325.91 ", $825.42 
 $749.27 ," $1,023.81 "
 $656.67 ," $1,042.16 "
 $481.38 , $(359.24)
 $(717.40)," $1,181.59 "
" $1,182.86 ", $(124.78)
" $1,433.38 ", $275.22 
 $(0.23), $910.85 
 $703.78 , $933.67 
" $(1,766.71)"," $1,025.58 "
" $1,569.38 "," $1,027.55 "
 $(917.33)," $1,219.70 "
" $1,449.32 ", $404.49 
" $1,488.01 "," $1,093.00 "
" $1,481.69 ", $(22.31)
 $223.29 , $131.57 
 $856.88 ," $1,118.53 "
 $189.52 , $174.66 
 $190.46 , $851.16 
" $1,690.26 ", $170.17 
 $767.59 ," $1,149.46 "
" $(1,263.25)", $(222.61)
 $451.37 , $324.08 
" $2,060.07 "," $1,013.67 "
" $1,270.31 ", $909.29 
 $903.99 , $(158.85)
" $1,803.46 "," $1,081.98 "
" $2,308.41 "," $1,554.12 "
 $443.61 ," $1,069.54 "
" $(2,026.65)", $267.38 
" $1,541.16 ", $427.37 
 $(409.26)," $1,134.27 "
" $2,241.77 "," $1,516.07 "
 $(318.97), $668.56 
 $(217.96), $(213.33)
 $603.70 , $287.24 
 $481.02 , $290.34 
" $1,588.25 "," $1,063.55 "
" $1,866.59 "," $1,115.10 "
" $1,798.43 ", $995.80 
" $1,263.69 ", $(18.45)
" $1,268.40 "," $1,341.32 "
" $1,296.61 "," $1,244.67 "
 $985.88 ," $1,612.45 "
" $1,048.01 ", $(284.24)
" $1,256.29 ", $974.00 
" $2,138.46 ", $(353.96)
" $1,012.36 ", $(206.87)
" $1,533.05 ", $(75.06)
 $933.51 ," $1,341.75 "
" $1,351.44 ", $(174.21)
 $997.94 , $(400.74)
" $1,436.76 ", $(223.05)
" $1,549.35 ", $(135.09)
 $888.28 , $246.89 
 $585.17 , $807.75 
 $591.29 ," $1,106.41 "
 $698.25 , $322.88 
 $791.98 , $973.89 
" $1,675.57 ", $(291.06)
 $(50.56), $(304.96)
 $226.86 , $670.72 
 $769.50 ," $1,092.46 "
 $290.22 , $863.68 
 $(239.80), $(462.14)
" $1,655.27 ", $(226.13)
" $1,666.04 "," $1,868.54 "
 $965.53 , $897.70 
" $1,563.61 ", $(108.38)
" $1,639.38 ", $18.62 
 $753.37 , $(566.79)
 $(238.53), $408.53 
 $(58.55), $433.22 
 $660.30 , $29.69 
" $1,612.53 ", $(496.78)
 $826.86 , $(216.47)
 $469.77 , $(432.49)
 $853.00 , $(99.87)
 $(659.62), $629.44 
" $(1,154.28)", $872.97 
 $17.89 ," $1,487.84 "
 $(607.56)," $1,410.39 "
" $1,694.25 "," $1,184.31 "
 $902.33 , $(119.51)
 $239.32 , $(268.81)
" $(1,094.12)", $(21.78)
 $648.93 , $933.05 
 $904.54 ," $1,674.60 "
" $2,365.94 ", $(220.10)
" $2,008.37 ", $748.87 
 $747.81 , $815.14 
" $(1,162.96)"," $1,042.03 "
 $993.46 ," $1,377.05 "
 $(993.87)," $1,053.74 "
 $415.61 ," $1,059.88 "
" $1,684.90 ", $(276.47)
" $2,072.43 "," $1,196.83 "
 $807.78 , $(47.03)
" $1,069.51 "," $1,112.63 "
" $1,678.30 ", $510.92 
 $310.62 , $(63.93)
" $1,508.35 "," $1,023.89 "
" $1,008.49 "," $1,320.50 "
" $1,933.82 ", $836.12 
 $680.24 ," $1,363.87 "
" $1,482.75 ", $701.60 
" $1,690.31 ", $(250.00)
 $(899.46), $279.91 
 $152.20 , $322.46 
 $535.97 , $977.28 
 $381.28 ," $1,021.68 "
" $1,449.74 ", $153.20 
" $1,313.83 ", $957.03 
 $674.67 , $920.60 
 $412.20 ," $1,238.05 "
" $1,249.97 "," $1,082.06 "
" $1,609.49 ", $29.85 
 $122.40 , $662.71 
 $748.79 , $54.77 
 $320.29 , $(518.68)
 $268.98 , $(40.80)
" $2,321.12 ", $(283.45)
" $(1,401.34)", $849.39 
 $(127.90)," $1,114.94 "
 $(136.87)," $1,243.23 "
" $2,008.62 ", $849.28 
" $2,450.55 ", $830.73 
 $(642.82)," $1,161.48 "
 $662.77 , $836.68 
" $1,081.96 ", $236.62 
" $1,257.15 "," $1,001.19 "
 $368.97 , $968.36 
 $428.00 ," $1,072.64 "
" $(1,292.40)", $950.39 
 $717.92 , $(58.45)
" $2,212.98 ", $(44.35)
" $1,209.30 ", $(58.26)
 $507.19 , $985.59 
 $917.65 , $442.24 
" $1,412.49 ", $(567.56)
" $1,493.18 "," $1,354.86 "
 $325.58 , $(119.87)
 $317.33 , $(88.68)
" $1,216.65 ", $(269.33)
" $1,120.47 ", $950.17 
 $995.24 , $888.07 
" $1,254.51 ", $931.33 
 $536.65 , $445.91 
" $1,734.05 ", $445.82 
" $1,425.02 ", $(421.31)
" $1,508.50 ", $942.04 
" $1,487.34 ", $353.16 
 $(706.26)," $1,403.90 "
" $1,422.61 ", $(497.66)
" $1,643.97 ", $291.21 
" $1,577.97 ", $(23.47)
 $344.60 ," $1,306.17 "
" $1,313.48 "," $1,357.29 "
 $595.23 , $644.15 
 $(886.08), $797.21 
" $1,772.53 ", $880.71 
" $1,592.76 ", $437.23 
" $1,615.21 ", $738.88 
 $810.78 , $(263.82)
 $285.54 , $(375.59)
 $602.18 , $(456.18)
" $1,416.98 "," $1,229.30 "
" $1,272.38 ", $514.18 
 $(232.08)," $1,044.38 "
" $1,109.39 ", $370.91 
" $1,034.74 ", $878.68 
 $528.06 , $(106.29)
 $108.61 , $132.13 
 $407.88 , $(246.43)
" $1,234.16 "," $1,171.99 "
 $459.20 ," $1,214.30 "
 $261.56 , $15.91 
 $401.00 ," $1,461.07 "
 $710.74 , $612.39 
" $1,024.52 ", $(257.95)
" $1,534.88 ", $(415.83)
 $53.84 ," $1,594.47 "
 $584.06 , $364.09 
" $1,907.50 "," $1,327.65 "
 $275.82 , $758.72 
 $359.34 , $(38.50)
" $1,441.90 ", $262.46 
 $(738.87), $201.71 
 $483.36 ," $1,418.99 "
" $1,414.07 ", $(289.11)
" $1,699.27 ", $(128.06)
" $1,978.70 ", $831.55 
 $759.80 ," $1,053.87 "
 $595.51 , $39.49 
 $623.41 ," $1,241.60 "
" $1,336.25 ", $721.80 
" $1,723.00 ", $828.27 
 $150.69 , $(3.52)
 $275.08 , $(225.50)
 $(73.67)," $1,075.87 "
 $856.43 , $(70.55)
 $123.66 , $(412.71)
" $1,030.07 ", $(339.21)
" $1,728.06 ", $926.79 
" $2,629.60 "," $1,243.59 "
" $1,531.70 "," $1,027.73 "
" $2,070.50 ", $(308.94)
 $520.85 ," $1,069.78 "
" $1,111.96 "," $1,112.34 "
 $628.79 , $326.60 
" $1,204.74 "," $1,354.91 "
" $(1,161.59)", $556.06 
 $411.60 , $(98.55)
 $719.61 , $910.35 
" $1,101.59 ", $(433.03)
 $207.78 ," $1,506.66 "
 $738.08 ," $1,620.31 "
 $(813.51), $(112.46)
 $812.58 , $452.76 
 $(956.08), $(445.19)
 $507.01 ," $1,197.95 "
" $1,086.36 "," $1,161.33 "
" $1,398.04 ", $(678.22)
" $1,702.33 ", $(138.45)
 $158.26 , $222.77 
" $1,053.95 ", $904.71 
 $914.03 , $797.57 
" $1,106.76 ", $882.48 
 $461.41 , $810.15 
" $1,257.02 ", $742.74 
 $680.37 , $(169.91)
 $464.56 , $699.89 
 $870.30 , $791.41 
 $10.96 , $763.82 
" $1,767.70 ", $830.47 
 $775.31 , $729.73 
 $862.59 ," $1,897.75 "
" $1,564.74 ", $803.88 
 $143.11 , $204.84 
" $2,002.17 ", $401.82 
 $569.30 , $(1.27)
" $(1,010.88)", $(338.53)
 $83.07 ," $1,185.99 "
" $1,201.80 ", $198.27 
 $941.22 , $(204.39)
" $1,840.33 "," $1,194.33 "
" $2,386.53 ", $(394.92)
 $949.57 , $896.80 
 $594.17 ," $1,079.70 "
" $1,345.96 ", $(104.68)
" $1,167.79 ", $12.13 
" $1,939.34 ", $788.29 
" $1,345.19 ", $943.13 
" $1,103.12 ", $906.98 
" $1,170.81 ", $88.01 
 $249.14 ," $1,190.93 "
" $1,483.27 ", $192.52 
 $339.95 ," $1,029.30 "
 $981.03 ," $1,085.67 "
" $1,300.89 ", $353.37 
" $1,227.10 "," $1,545.43 "
" $1,921.12 ", $678.58 
 $(404.63), $866.00 
 $344.78 ," $1,015.75 "
 $(466.56)," $1,289.62 "
 $307.40 , $766.09 
 $238.17 , $154.34 
 $713.77 ," $1,085.85 "
 $726.11 , $448.11 
" $1,434.84 "," $1,504.10 "
 $(65.27), $(25.57)
" $1,622.13 "," $1,332.00 "
" $1,833.39 ", $(204.40)
" $1,269.88 ", $153.81 
" $1,840.33 "," $1,119.69 "
" $1,091.13 "," $1,431.98 "
 $918.77 , $989.28 
" $1,211.86 ", $66.53 
" $2,010.61 "," $1,103.69 "
" $1,275.24 ", $758.36 
 $(342.57)," $1,111.11 "
" $2,430.96 ", $(154.81)
 $71.88 , $182.77 
 $596.79 ," $1,222.75 "
" $1,092.88 ", $(227.97)
 $655.63 , $937.84 
" $1,160.13 "," $1,101.89 "
" $2,900.22 ", $575.13 
" $(1,376.83)", $798.74 
" $1,828.72 "," $1,170.23 "
 $71.44 , $41.06 
 $253.05 , $942.69 
" $1,099.38 ", $(290.75)
" $1,902.00 ", $(49.98)
 $742.42 ," $1,080.72 "
" $1,636.82 ", $312.27 
 $(676.55), $854.73 
 $(704.01), $365.42 
 $510.91 , $(516.97)
" $1,148.53 ", $242.35 
 $310.84 , $(305.01)
" $1,352.09 "," $1,212.97 "
" $1,617.04 "," $1,269.84 "
